prompt_clean,prompt_corrupted,io_name,s_name,distractor_name,template_type,template_idx,place,object_noun,io_token_id,s_token_id,prompt_type,logit_io,logit_s,logit_diff,prob_io,prob_s,is_correct,rank_io,top_1_prediction,top_k_predictions,top_k_logits
"When David and Henry visited the restaurant, Henry handed the letter to","When David and Harry visited the restaurant, Harry handed the letter to",David,Henry,Harry,ABB,1,the restaurant,letter,3271,8616,clean,15.092305,13.17704,1.915265,0.2053335,0.03024619,True,1,David,David | the | his | a | them,15.0923 | 14.9083 | 14.0141 | 13.7023 | 13.6447
"When Wendy and Jack went to the library, Jack gave the key to","When Wendy and Paul went to the library, Paul gave the key to",Wendy,Jack,Paul,ABB,0,the library,key,28314,3619,clean,16.84214,13.42272,3.41942,0.51545268,0.01687149,True,1,Wendy,Wendy | the | his | a | her,16.8421 | 15.7603 | 14.2514 | 13.9785 | 13.9377
"When Derek and Quinn went to the station, Quinn gave the bag to","When Derek and Liam went to the station, Liam gave the bag to",Derek,Quinn,Liam,ABB,0,the station,bag,20893,16109,clean,16.357876,13.567153,2.790723,0.50615174,0.03106599,True,1,Derek,Derek | the | them | Quinn | her,16.3579 | 14.5224 | 14.1356 | 13.5672 | 13.2323
"When Grace and Carol went to the park, Grace gave the trophy to","When Derek and Carol went to the park, Derek gave the trophy to",Carol,Grace,Derek,BAB,0,the park,trophy,5074,16156,clean,14.535543,11.675258,2.860286,0.12524553,0.00717061,True,2,her,her | Carol | the | a | one,15.0016 | 14.5355 | 14.4822 | 13.7639 | 12.3339
"After Yara and Frank left the school, Yara sent the letter to","After Sam and Frank left the school, Sam sent the letter to",Frank,Yara,Sam,BAB,3,the school,letter,5278,575,clean,14.762877,13.338234,1.424644,0.23739947,0.05711694,True,1,Frank,Frank | the | her | his | Y,14.7629 | 14.1183 | 13.7830 | 13.5252 | 13.3382
"When Fred and Tara went to the theater, Fred gave the jacket to","When Wendy and Tara went to the theater, Wendy gave the jacket to",Tara,Fred,Wendy,BAB,0,the theater,jacket,37723,8559,clean,15.764777,10.685596,5.079181,0.36409539,0.0022665,True,1,Tara,Tara | the | his | a | her,15.7648 | 14.8179 | 13.9015 | 13.8864 | 13.2519
"When Clara and Fred arrived at the hospital, Fred passed the note to","When Clara and Olivia arrived at the hospital, Olivia passed the note to",Clara,Fred,Olivia,ABB,2,the hospital,note,27443,8559,clean,16.784168,12.541988,4.24218,0.55708802,0.00800882,True,1,Clara,Clara | her | the | his | them,16.7842 | 14.8395 | 14.3423 | 14.2549 | 13.4818
"When Gina and Tara arrived at the museum, Tara passed the jacket to","When Gina and Amy arrived at the museum, Amy passed the jacket to",Gina,Tara,Amy,ABB,2,the museum,jacket,43002,37723,clean,16.482723,14.315366,2.167357,0.47935534,0.05487647,True,1,Gina,Gina | her | the | Tara | a,16.4827 | 14.7318 | 14.5076 | 14.3154 | 13.6964
"Once Fred and Bob were at the beach, Bob brought the bag to","Once Fred and Xander were at the beach, Xander brought the bag to",Fred,Bob,Xander,ABB,4,the beach,bag,8559,5811,clean,14.862737,13.586522,1.276215,0.11023958,0.03076696,True,2,the,the | Fred | them | his | him,15.1830 | 14.8627 | 14.3462 | 14.2600 | 14.1783
"While Sam and Olivia were at the office, Olivia delivered the key to","While Sam and Zach were at the office, Zach delivered the key to",Sam,Olivia,Zach,ABB,5,the office,key,3409,33911,clean,12.660145,10.441664,2.218481,0.03137888,0.00341321,True,4,the,the | her | a | Sam | their,15.1037 | 13.6277 | 13.2247 | 12.6601 | 12.3683
"When Frank and Kate visited the hospital, Kate handed the gift to","When Frank and Paul visited the hospital, Paul handed the gift to",Frank,Kate,Paul,ABB,1,the hospital,gift,5278,16693,clean,16.281076,12.637392,3.643684,0.41153279,0.01076397,True,1,Frank,Frank | her | the | a | their,16.2811 | 15.1657 | 14.7094 | 13.4482 | 13.3589
"As Liam and Carol walked through the market, Carol offered the letter to","As Liam and Zach walked through the market, Zach offered the letter to",Liam,Carol,Zach,ABB,6,the market,letter,31684,5074,clean,15.287455,11.084302,4.203153,0.31361261,0.004688,True,1,Liam,Liam | the | her | a | them,15.2875 | 13.9875 | 13.1638 | 12.7806 | 12.1495
"Once Derek and Sam were at the hospital, Sam brought the note to","Once Derek and Yara were at the hospital, Yara brought the note to",Derek,Sam,Yara,ABB,4,the hospital,note,20893,3409,clean,16.591204,13.545847,3.045357,0.45605806,0.02169894,True,1,Derek,Derek | him | the | his | them,16.5912 | 14.7018 | 14.2535 | 14.0634 | 14.0081
"When Liam and Brian went to the gym, Brian gave the phone to","When Liam and Fred went to the gym, Fred gave the phone to",Liam,Brian,Fred,ABB,0,the gym,phone,31684,8403,clean,16.72711,12.183814,4.543296,0.58415395,0.0062144,True,1,Liam,Liam | the | his | them | a,16.7271 | 14.3349 | 14.1450 | 13.9810 | 13.5640
"When Alice and Isla visited the school, Alice handed the phone to","When Emma and Isla visited the school, Emma handed the phone to",Isla,Alice,Emma,BAB,1,the school,phone,1148,14862,clean,16.016626,13.905939,2.110687,0.31267312,0.03788181,True,1,Is,Is | her | the | Alice | a,16.0166 | 15.2996 | 15.0647 | 13.9059 | 13.1254
"After Paul and Ella left the museum, Ella sent the trophy to","After Paul and Emma left the museum, Emma sent the trophy to",Paul,Ella,Emma,ABB,3,the museum,trophy,3362,7122,clean,15.766482,12.492425,3.274057,0.41269237,0.01562145,True,1,Paul,Paul | the | her | his | a,15.7665 | 13.9669 | 13.9573 | 12.9390 | 12.5597
"As Olivia and Henry walked through the gym, Olivia offered the jacket to","As Amy and Henry walked through the gym, Amy offered the jacket to",Henry,Olivia,Amy,BAB,6,the gym,jacket,8616,33911,clean,16.880978,12.11905,4.761928,0.56854022,0.00486051,True,1,Henry,Henry | the | her | a | them,16.8810 | 14.8025 | 14.7675 | 13.4943 | 13.3886
"While Tara and Emma were at the cafe, Tara delivered the package to","While Brian and Emma were at the cafe, Brian delivered the package to",Emma,Tara,Brian,BAB,5,the cafe,package,18966,37723,clean,15.692384,11.839453,3.852931,0.25787327,0.00547141,True,2,her,her | Emma | the | a | them,15.7249 | 15.6924 | 14.8176 | 13.4644 | 12.6554
"While Harry and Sam were at the park, Harry delivered the book to","While Xander and Sam were at the park, Xander delivered the book to",Sam,Harry,Xander,BAB,5,the park,book,3409,5850,clean,14.824605,14.018799,0.805806,0.11551596,0.05160417,True,2,the,the | Sam | his | Harry | a,15.0048 | 14.8246 | 14.8132 | 14.0188 | 13.8131
"As Derek and Grace walked through the cafe, Grace offered the bag to","As Derek and Ella walked through the cafe, Ella offered the bag to",Derek,Grace,Ella,ABB,6,the cafe,bag,20893,16156,clean,16.547993,11.626113,4.92188,0.47545928,0.00346392,True,1,Derek,Derek | the | them | her | me,16.5480 | 14.7296 | 14.3579 | 14.2475 | 13.6610
"After Isla and Carol left the mall, Carol sent the map to","After Isla and Liam left the mall, Liam sent the map to",Isla,Carol,Liam,ABB,3,the mall,map,1148,5074,clean,14.651093,13.425067,1.226027,0.17079142,0.05011982,True,1,Is,Is | her | the | Carol | a,14.6511 | 14.2476 | 13.9117 | 13.4251 | 12.6311
"After Rose and Uma left the mall, Rose sent the map to","After Harry and Uma left the mall, Harry sent the map to",Uma,Rose,Harry,BAB,3,the mall,map,471,8049,clean,14.801565,12.562984,2.238581,0.23084167,0.02460996,True,1,U,U | her | the | Rose | a,14.8016 | 14.5420 | 13.9102 | 12.5630 | 12.3724
"As David and Gina walked through the library, Gina offered the gift to","As David and Frank walked through the library, Frank offered the gift to",David,Gina,Frank,ABB,6,the library,gift,3271,43002,clean,15.095489,11.686675,3.408813,0.17667919,0.00584462,True,2,her,her | David | the | a | them,15.1755 | 15.0955 | 14.6784 | 13.8339 | 13.0143
"When Jack and Rose went to the library, Rose gave the wallet to","When Jack and Emma went to the library, Emma gave the wallet to",Jack,Rose,Emma,ABB,0,the library,wallet,3619,8049,clean,17.644732,12.825399,4.819332,0.79412514,0.00641032,True,1,Jack,Jack | the | them | her | a,17.6447 | 14.5345 | 13.7316 | 13.4606 | 13.1383
"As Isla and Mia walked through the restaurant, Isla offered the bag to","As Liam and Mia walked through the restaurant, Liam offered the bag to",Mia,Isla,Liam,BAB,6,the restaurant,bag,32189,1148,clean,16.826611,11.48429,5.34232,0.68865007,0.00329502,True,1,Mia,Mia | her | the | a | them,16.8266 | 14.7396 | 14.2900 | 12.7879 | 12.7416
"Once Grace and Zach were at the school, Grace brought the map to","Once Alice and Zach were at the school, Alice brought the map to",Zach,Grace,Alice,BAB,4,the school,map,18825,16156,clean,14.363087,11.463001,2.900085,0.09265458,0.00509772,True,3,the,the | her | Zach | them | school,14.8956 | 14.5848 | 14.3631 | 13.9668 | 13.8834
"When Victor and Zach went to the store, Victor gave the gift to","When Brian and Zach went to the store, Brian gave the gift to",Zach,Victor,Brian,BAB,0,the store,gift,18825,12622,clean,16.868847,11.644692,5.224154,0.68518996,0.00368969,True,1,Zach,Zach | the | his | a | Zack,16.8688 | 14.3996 | 14.0107 | 13.1416 | 13.0201
"Once Xander and Yara were at the library, Yara brought the phone to","Once Xander and Carol were at the library, Carol brought the phone to",Xander,Yara,Carol,ABB,4,the library,phone,46122,575,clean,17.003645,13.996068,3.007577,0.34734452,0.01716273,True,1,Xander,Xander | her | the | his | him,17.0036 | 16.6532 | 15.5014 | 15.2500 | 15.0516
"When Ella and Sam visited the restaurant, Sam handed the jacket to","When Ella and Carol visited the restaurant, Carol handed the jacket to",Ella,Sam,Carol,ABB,1,the restaurant,jacket,7122,3409,clean,16.517591,14.938066,1.579525,0.40081826,0.08259781,True,1,Ell,Ell | Sam | the | her | a,16.5176 | 14.9381 | 14.8476 | 14.3630 | 14.0720
"When Bob and Sam visited the hospital, Bob handed the pen to","When Tara and Sam visited the hospital, Tara handed the pen to",Sam,Bob,Tara,BAB,1,the hospital,pen,3409,5811,clean,17.188475,12.586514,4.601961,0.55409867,0.0055588,True,1,Sam,Sam | the | his | a | him,17.1885 | 15.0868 | 15.0249 | 14.3902 | 13.7417
"While Paul and Iris were at the gym, Paul delivered the map to","While Jack and Iris were at the gym, Jack delivered the map to",Iris,Paul,Jack,BAB,5,the gym,map,34230,3362,clean,16.646383,13.037071,3.609312,0.64914846,0.01757275,True,1,Iris,Iris | the | his | Paul | them,16.6464 | 14.2316 | 13.6637 | 13.0371 | 12.9165
"When Fred and Xander arrived at the theater, Xander passed the gift to","When Fred and Harry arrived at the theater, Harry passed the gift to",Fred,Xander,Harry,ABB,2,the theater,gift,8559,46122,clean,16.230762,15.013082,1.217681,0.30257815,0.08953761,True,1,Fred,Fred | his | the | Xander | a,16.2308 | 15.2961 | 15.0609 | 15.0131 | 14.1189
"When Grace and Paul visited the hospital, Paul handed the ticket to","When Grace and Mia visited the hospital, Mia handed the ticket to",Grace,Paul,Mia,ABB,1,the hospital,ticket,16156,3362,clean,17.741699,13.767837,3.973863,0.75510269,0.01419644,True,1,Grace,Grace | the | her | a | Paul,17.7417 | 14.8618 | 14.1621 | 13.9887 | 13.7678
"While Henry and Noah were at the museum, Henry delivered the bag to","While Paul and Noah were at the museum, Paul delivered the bag to",Noah,Henry,Paul,BAB,5,the museum,bag,18394,8616,clean,15.930512,11.449792,4.480721,0.47898576,0.00542463,True,1,Noah,Noah | the | his | a | them,15.9305 | 14.2889 | 13.8842 | 13.3707 | 12.1420
"While Paul and Amy were at the school, Amy delivered the gift to","While Paul and Liam were at the school, Liam delivered the gift to",Paul,Amy,Liam,ABB,5,the school,gift,3362,14235,clean,16.331905,13.219842,3.112063,0.43365878,0.01930173,True,1,Paul,Paul | her | the | a | Amy,16.3319 | 14.9620 | 14.8522 | 13.6617 | 13.2198
"After Uma and Paul left the library, Paul sent the phone to","After Uma and Quinn left the library, Quinn sent the phone to",Uma,Paul,Quinn,ABB,3,the library,phone,471,3362,clean,13.774837,12.685066,1.089771,0.077503,0.02606374,True,3,the,the | his | U | her | a,14.1150 | 13.9686 | 13.7748 | 13.4506 | 12.9788
"When Fred and Uma arrived at the hospital, Uma passed the trophy to","When Fred and Ella arrived at the hospital, Ella passed the trophy to",Fred,Uma,Ella,ABB,2,the hospital,trophy,8559,471,clean,16.199635,13.942564,2.257071,0.47058073,0.04924939,True,1,Fred,Fred | his | her | the | U,16.1996 | 14.2045 | 14.1516 | 14.0918 | 13.9426
"When Carol and Fred went to the office, Carol gave the pen to","When Frank and Fred went to the office, Frank gave the pen to",Fred,Carol,Frank,BAB,0,the office,pen,8559,5074,clean,17.201567,13.679153,3.522413,0.66048545,0.01950287,True,1,Fred,Fred | the | her | a | Carol,17.2016 | 14.6445 | 14.4755 | 13.8826 | 13.6792
"While Iris and Mia were at the library, Iris delivered the trophy to","While Victor and Mia were at the library, Victor delivered the trophy to",Mia,Iris,Victor,BAB,5,the library,trophy,32189,34230,clean,14.672968,12.922297,1.75067,0.19678394,0.034173,True,2,her,her | Mia | the | Iris | a,14.7507 | 14.6730 | 14.2215 | 12.9223 | 12.6097
"When Rose and Derek visited the gym, Derek handed the bag to","When Rose and Xander visited the gym, Xander handed the bag to",Rose,Derek,Xander,ABB,1,the gym,bag,8049,20893,clean,16.899258,12.363102,4.536156,0.60553277,0.00648799,True,1,Rose,Rose | the | his | her | them,16.8993 | 14.8400 | 14.2338 | 13.9000 | 13.7380
"When Iris and Brian arrived at the restaurant, Iris passed the map to","When Paul and Brian arrived at the restaurant, Paul passed the map to",Brian,Iris,Paul,BAB,2,the restaurant,map,8403,34230,clean,16.716373,11.715918,5.000456,0.59546649,0.00401039,True,1,Brian,Brian | the | her | them | their,16.7164 | 14.6202 | 14.6148 | 14.2968 | 13.2527
"Once Frank and Emma were at the beach, Frank brought the trophy to","Once Victor and Emma were at the beach, Victor brought the trophy to",Emma,Frank,Victor,BAB,4,the beach,trophy,18966,5278,clean,16.537901,11.440099,5.097802,0.43369403,0.00264994,True,1,Emma,Emma | the | his | her | them,16.5379 | 15.1380 | 14.7891 | 14.3281 | 13.6154
"When Amy and Ella went to the library, Amy gave the jacket to","When Kate and Ella went to the library, Kate gave the jacket to",Ella,Amy,Kate,BAB,0,the library,jacket,7122,14235,clean,14.761791,14.881279,-0.119488,0.08450522,0.09523058,False,4,her,her | the | Amy | Ell | a,15.6471 | 14.9567 | 14.8813 | 14.7618 | 14.3802
"While Ella and Zach were at the park, Zach delivered the ticket to","While Ella and Brian were at the park, Brian delivered the ticket to",Ella,Zach,Brian,ABB,5,the park,ticket,7122,18825,clean,14.35026,13.34132,1.00894,0.12171407,0.0443776,True,2,the,the | Ell | Zach | her | his,14.3656 | 14.3503 | 13.3413 | 13.1922 | 13.1036
"Once Henry and Carol were at the museum, Carol brought the phone to","Once Henry and Wendy were at the museum, Wendy brought the phone to",Henry,Carol,Wendy,ABB,4,the museum,phone,8616,5074,clean,14.564594,14.068707,0.495887,0.08717385,0.05309154,True,3,her,her | the | Henry | Carol | him,15.0636 | 14.9849 | 14.5646 | 14.0687 | 13.9567
"Once Quinn and Alice were at the park, Alice brought the book to","Once Quinn and Noah were at the park, Noah brought the book to",Quinn,Alice,Noah,ABB,4,the park,book,16109,14862,clean,13.850319,14.400667,-0.550348,0.03481253,0.06035994,False,5,her,her | the | Alice | them | Quinn,16.1586 | 15.0767 | 14.4007 | 13.8985 | 13.8503
"When Jack and Tara visited the theater, Tara handed the card to","When Jack and Yara visited the theater, Yara handed the card to",Jack,Tara,Yara,ABB,1,the theater,card,3619,37723,clean,17.648262,12.494257,5.154005,0.7381134,0.00426351,True,1,Jack,Jack | the | her | them | him,17.6483 | 14.7714 | 13.9839 | 13.9353 | 13.5311
"Once Quinn and Noah were at the school, Noah brought the book to","Once Quinn and Amy were at the school, Amy brought the book to",Quinn,Noah,Amy,ABB,4,the school,book,16109,18394,clean,15.074306,14.519945,0.554361,0.17058994,0.09799352,True,1,Quinn,Quinn | Noah | the | them | him,15.0743 | 14.5199 | 14.4584 | 14.1835 | 14.0810
"As Tara and Kate walked through the gym, Kate offered the card to","As Tara and Liam walked through the gym, Liam offered the card to",Tara,Kate,Liam,ABB,6,the gym,card,37723,16693,clean,16.644089,12.790054,3.854034,0.49765578,0.01054735,True,1,Tara,Tara | her | the | them | a,16.6441 | 15.0491 | 14.6182 | 13.7013 | 13.1966
"When Alice and Derek went to the hospital, Derek gave the package to","When Alice and Grace went to the hospital, Grace gave the package to",Alice,Derek,Grace,ABB,0,the hospital,package,14862,20893,clean,16.598167,12.708399,3.889769,0.43105039,0.00881501,True,1,Alice,Alice | her | the | his | them,16.5982 | 15.1712 | 14.5833 | 14.3078 | 14.1388
"When Yara and Mia went to the station, Mia gave the note to","When Yara and Quinn went to the station, Quinn gave the note to",Yara,Mia,Quinn,ABB,0,the station,note,575,32189,clean,14.521634,12.963024,1.55861,0.17602871,0.03704144,True,1,Y,Y | the | her | Mia | a,14.5216 | 14.1942 | 13.6057 | 12.9630 | 12.5971
"While Tara and Olivia were at the office, Olivia delivered the jacket to","While Tara and Sam were at the office, Sam delivered the jacket to",Tara,Olivia,Sam,ABB,5,the office,jacket,37723,33911,clean,14.633652,11.667767,2.965885,0.13959166,0.00719104,True,1,Tara,Tara | her | the | a | them,14.6337 | 14.5294 | 14.3830 | 13.3426 | 12.6290
"Once Grace and Amy were at the office, Grace brought the package to","Once Quinn and Amy were at the office, Quinn brought the package to",Amy,Grace,Quinn,BAB,4,the office,package,14235,16156,clean,16.072115,11.893326,4.178789,0.29394937,0.00450244,True,1,Amy,Amy | the | her | them | me,16.0721 | 15.5739 | 15.5000 | 13.3851 | 13.2880
"While Jack and Ella were at the school, Jack delivered the phone to","While Noah and Ella were at the school, Noah delivered the phone to",Ella,Jack,Noah,BAB,5,the school,phone,7122,3619,clean,14.407335,12.997983,1.409352,0.13483872,0.0329413,True,1,Ell,Ell | the | his | a | Jack,14.4073 | 14.1529 | 14.0822 | 13.4803 | 12.9980
"When Noah and Quinn visited the cafe, Noah handed the package to","When Olivia and Quinn visited the cafe, Olivia handed the package to",Quinn,Noah,Olivia,BAB,1,the cafe,package,16109,18394,clean,17.958607,12.120783,5.837824,0.83846813,0.00244428,True,1,Quinn,Quinn | the | his | her | a,17.9586 | 14.8336 | 14.4750 | 13.5566 | 13.4585
"When Bob and Grace visited the store, Bob handed the phone to","When Yara and Grace visited the store, Yara handed the phone to",Grace,Bob,Yara,BAB,1,the store,phone,16156,5811,clean,15.878488,13.116866,2.761621,0.2715016,0.01715598,True,1,Grace,Grace | the | his | her | a,15.8785 | 14.8547 | 14.5821 | 14.4467 | 14.4134
"When Yara and Frank visited the office, Yara handed the jacket to","When Tara and Frank visited the office, Tara handed the jacket to",Frank,Yara,Tara,BAB,1,the office,jacket,5278,575,clean,17.128428,12.620254,4.508174,0.71463358,0.00787424,True,1,Frank,Frank | the | her | his | a,17.1284 | 14.7756 | 14.1363 | 13.5292 | 13.0789
"Once Bob and Amy were at the gym, Bob brought the phone to","Once Olivia and Amy were at the gym, Olivia brought the phone to",Amy,Bob,Olivia,BAB,4,the gym,phone,14235,5811,clean,17.251188,12.973359,4.277829,0.4215236,0.00584769,True,1,Amy,Amy | his | the | her | him,17.2512 | 16.1959 | 15.6767 | 15.6156 | 14.5922
"Once Harry and Uma were at the cafe, Uma brought the jacket to","Once Harry and Clara were at the cafe, Clara brought the jacket to",Harry,Uma,Clara,ABB,4,the cafe,jacket,5850,471,clean,16.709435,13.20134,3.508095,0.3813687,0.01142349,True,1,Harry,Harry | her | the | Hermione | him,16.7094 | 15.2672 | 15.1353 | 14.8400 | 14.7868
"Once Ella and Frank were at the hospital, Ella brought the map to","Once Iris and Frank were at the hospital, Iris brought the map to",Frank,Ella,Iris,BAB,4,the hospital,map,5278,7122,clean,14.331159,12.231035,2.100123,0.09643725,0.0118079,True,3,the,the | her | Frank | them | me,14.5926 | 14.5452 | 14.3312 | 13.7722 | 13.1617
"When Derek and Victor visited the museum, Derek handed the note to","When Emma and Victor visited the museum, Emma handed the note to",Victor,Derek,Emma,BAB,1,the museum,note,12622,20893,clean,18.020941,8.661068,9.359873,0.81662709,7.032e-05,True,1,Victor,Victor | the | his | a | them,18.0209 | 14.9521 | 14.9420 | 13.5964 | 13.3498
"While Paul and Clara were at the mall, Paul delivered the bag to","While Carol and Clara were at the mall, Carol delivered the bag to",Clara,Paul,Carol,BAB,5,the mall,bag,27443,3362,clean,16.921965,12.604423,4.317542,0.60626644,0.00808312,True,1,Clara,Clara | the | his | a | her,16.9220 | 14.6693 | 14.3367 | 13.7855 | 13.5440
"Once Quinn and Paul were at the beach, Paul brought the package to","Once Quinn and Fred were at the beach, Fred brought the package to",Quinn,Paul,Fred,ABB,4,the beach,package,16109,3362,clean,15.272445,13.117523,2.154922,0.22299512,0.02584787,True,1,Quinn,Quinn | the | her | his | him,15.2724 | 14.6012 | 14.2732 | 13.7870 | 13.4911
"As Mia and Gina walked through the park, Gina offered the key to","As Mia and Iris walked through the park, Iris offered the key to",Mia,Gina,Iris,ABB,6,the park,key,32189,43002,clean,12.049198,11.060838,0.98836,0.00975887,0.00363212,True,7,the,the | her | their | a | unlocking,15.6521 | 14.6727 | 13.8352 | 13.6925 | 12.9131
"When Frank and Uma went to the restaurant, Uma gave the note to","When Frank and Yara went to the restaurant, Yara gave the note to",Frank,Uma,Yara,ABB,0,the restaurant,note,5278,471,clean,16.174229,14.572379,1.60185,0.48076847,0.09688612,True,1,Frank,Frank | U | the | his | her,16.1742 | 14.5724 | 14.3867 | 13.6808 | 13.4817
"When Olivia and Fred arrived at the gym, Olivia passed the package to","When Emma and Fred arrived at the gym, Emma passed the package to",Fred,Olivia,Emma,BAB,2,the gym,package,8559,33911,clean,16.770563,12.151105,4.619458,0.49404281,0.00487034,True,1,Fred,Fred | her | the | them | a,16.7706 | 15.5121 | 14.6667 | 13.9531 | 13.8135
"After Tara and Carol left the station, Tara sent the card to","After Sam and Carol left the station, Sam sent the card to",Carol,Tara,Sam,BAB,3,the station,card,5074,37723,clean,15.342279,12.930258,2.412022,0.24933551,0.02234892,True,1,Carol,Carol | her | the | Tara | a,15.3423 | 14.4937 | 14.0858 | 12.9303 | 12.6155
"Once Rose and Wendy were at the office, Rose brought the ticket to","Once Olivia and Wendy were at the office, Olivia brought the ticket to",Wendy,Rose,Olivia,BAB,4,the office,ticket,28314,8049,clean,15.904631,12.187515,3.717115,0.27899244,0.00678063,True,1,Wendy,Wendy | the | her | them | their,15.9046 | 15.8635 | 15.1420 | 13.0887 | 12.7443
"Once Clara and Quinn were at the market, Clara brought the wallet to","Once Yara and Quinn were at the market, Yara brought the wallet to",Quinn,Clara,Yara,BAB,4,the market,wallet,16109,27443,clean,15.218146,11.899464,3.318683,0.2296069,0.00831188,True,1,Quinn,Quinn | her | the | them | a,15.2181 | 15.0671 | 14.9375 | 13.0010 | 12.6582
"When Mia and Henry went to the school, Henry gave the package to","When Mia and Derek went to the school, Derek gave the package to",Mia,Henry,Derek,ABB,0,the school,package,32189,8616,clean,16.47155,11.707787,4.763763,0.5434494,0.00463749,True,1,Mia,Mia | the | her | his | them,16.4715 | 14.4755 | 14.2279 | 13.7745 | 13.7430
"When Yara and Iris arrived at the hospital, Yara passed the phone to","When Amy and Iris arrived at the hospital, Amy passed the phone to",Iris,Yara,Amy,BAB,2,the hospital,phone,34230,575,clean,16.157181,11.495714,4.661467,0.58003765,0.00548286,True,1,Iris,Iris | her | the | his | a,16.1572 | 14.6381 | 13.7145 | 12.8103 | 12.5215
"Once Sam and Mia were at the cafe, Mia brought the phone to","Once Sam and Liam were at the cafe, Liam brought the phone to",Sam,Mia,Liam,ABB,4,the cafe,phone,3409,32189,clean,15.093276,13.524852,1.568424,0.10820868,0.0225478,True,3,her,her | the | Sam | his | him,16.0943 | 15.4154 | 15.0933 | 14.5252 | 13.7154
"When Harry and Uma visited the hospital, Harry handed the gift to","When Olivia and Uma visited the hospital, Olivia handed the gift to",Uma,Harry,Olivia,BAB,1,the hospital,gift,471,5850,clean,16.027391,13.466692,2.560699,0.27607748,0.02132718,True,1,U,U | his | the | her | them,16.0274 | 15.5182 | 15.0580 | 14.5521 | 13.9026
"When Alice and Grace visited the library, Grace handed the wallet to","When Alice and Brian visited the library, Brian handed the wallet to",Alice,Grace,Brian,ABB,1,the library,wallet,14862,16156,clean,17.295361,11.355066,5.940294,0.6365456,0.00167491,True,1,Alice,Alice | the | her | them | a,17.2954 | 14.9219 | 14.7213 | 13.6446 | 13.5303
"When Brian and Noah visited the hospital, Brian handed the map to","When Grace and Noah visited the hospital, Grace handed the map to",Noah,Brian,Grace,BAB,1,the hospital,map,18394,8403,clean,17.390553,11.182594,6.207958,0.70649779,0.00142242,True,1,Noah,Noah | the | his | them | him,17.3906 | 14.7807 | 14.4394 | 14.3617 | 14.2726
"While Victor and Kate were at the beach, Victor delivered the pen to","While Amy and Kate were at the beach, Amy delivered the pen to",Kate,Victor,Amy,BAB,5,the beach,pen,16693,12622,clean,16.118717,12.915473,3.203244,0.44635579,0.01813551,True,1,Kate,Kate | the | his | her | a,16.1187 | 14.3265 | 14.1302 | 14.0384 | 13.2671
"While Derek and Zach were at the park, Zach delivered the bag to","While Derek and Amy were at the park, Amy delivered the bag to",Derek,Zach,Amy,ABB,5,the park,bag,20893,18825,clean,15.554688,13.429865,2.124824,0.28190261,0.03367441,True,1,Derek,Derek | the | his | Zach | a,15.5547 | 14.4685 | 14.2629 | 13.4299 | 13.0830
"After Gina and Henry left the park, Henry sent the key to","After Gina and Wendy left the park, Wendy sent the key to",Gina,Henry,Wendy,ABB,3,the park,key,43002,8616,clean,15.255579,12.16244,3.093139,0.28287774,0.01283115,True,1,Gina,Gina | the | his | her | a,15.2556 | 14.4794 | 13.4885 | 13.4676 | 12.7660
"Once Fred and Emma were at the gym, Fred brought the book to","Once Derek and Emma were at the gym, Derek brought the book to",Emma,Fred,Derek,BAB,4,the gym,book,18966,8559,clean,16.260918,11.760283,4.500635,0.24658397,0.00273756,True,1,Emma,Emma | the | him | her | his,16.2609 | 15.4774 | 15.3497 | 15.1373 | 15.1201
"As Gina and Uma walked through the station, Gina offered the ticket to","As Fred and Uma walked through the station, Fred offered the ticket to",Uma,Gina,Fred,BAB,6,the station,ticket,471,43002,clean,15.350389,12.697544,2.652845,0.25066236,0.01765928,True,1,U,U | the | her | a | them,15.3504 | 14.7676 | 14.1925 | 13.0688 | 12.9050
"After Clara and Uma left the park, Uma sent the ticket to","After Clara and Jack left the park, Jack sent the ticket to",Clara,Uma,Jack,ABB,3,the park,ticket,27443,471,clean,14.586472,13.22777,1.358702,0.18267457,0.04694631,True,1,Clara,Clara | the | her | U | a,14.5865 | 14.2276 | 14.1026 | 13.2278 | 12.4113
"When Sam and Olivia visited the restaurant, Olivia handed the book to","When Sam and Xander visited the restaurant, Xander handed the book to",Sam,Olivia,Xander,ABB,1,the restaurant,book,3409,33911,clean,16.490147,12.10858,4.381567,0.36527997,0.0045681,True,1,Sam,Sam | her | the | them | a,16.4901 | 15.1816 | 15.0337 | 14.6494 | 14.3925
"After Clara and Frank left the station, Frank sent the bag to","After Clara and Carol left the station, Carol sent the bag to",Clara,Frank,Carol,ABB,3,the station,bag,27443,5278,clean,15.046078,13.370791,1.675286,0.21803035,0.04082718,True,1,Clara,Clara | the | her | Frank | his,15.0461 | 14.3068 | 13.8118 | 13.3708 | 13.1218
"When Sam and Yara visited the cafe, Yara handed the trophy to","When Sam and Amy visited the cafe, Amy handed the trophy to",Sam,Yara,Amy,ABB,1,the cafe,trophy,3409,575,clean,15.81426,14.400557,1.413704,0.37198174,0.09048109,True,1,Sam,Sam | the | Y | her | his,15.8143 | 14.5819 | 14.4006 | 13.7128 | 13.6034
