prompt_clean,prompt_corrupted,io_name,s_name,distractor_name,template_type,template_idx,place,object_noun,io_token_id,s_token_id,prompt_type,logit_io,logit_s,logit_diff,prob_io,prob_s,is_correct,rank_io,top_1_prediction,top_k_predictions,top_k_logits
"When David and Henry visited the restaurant, Henry handed the letter to","When David and Harry visited the restaurant, Harry handed the letter to",David,Henry,Harry,ABB,1,the restaurant,letter,3271,8616,corrupted,15.394979,8.841785,6.553194,0.22920315,0.00032674,True,1,David,David | the | his | a | Harry,15.3950 | 15.0127 | 14.5695 | 13.7033 | 13.4761
"While Jack and Ella were at the school, Jack delivered the phone to","While Noah and Ella were at the school, Noah delivered the phone to",Ella,Jack,Noah,BAB,5,the school,phone,7122,3619,corrupted,14.976511,9.015392,5.961119,0.21073665,0.00054307,True,1,Ell,Ell | the | his | Noah | a,14.9765 | 14.2719 | 13.9862 | 13.6241 | 13.5621
"When Noah and Quinn visited the cafe, Noah handed the package to","When Olivia and Quinn visited the cafe, Olivia handed the package to",Quinn,Noah,Olivia,BAB,1,the cafe,package,16109,18394,corrupted,16.310528,8.746811,7.563717,0.37615514,0.0001952,True,1,Quinn,Quinn | her | the | them | a,16.3105 | 15.7749 | 14.8872 | 13.9566 | 13.6159
"When Bob and Grace visited the store, Bob handed the phone to","When Yara and Grace visited the store, Yara handed the phone to",Grace,Bob,Yara,BAB,1,the store,phone,16156,5811,corrupted,16.321741,7.32146,9.000281,0.5309428,6.551e-05,True,1,Grace,Grace | her | the | a | them,16.3217 | 14.7467 | 14.5350 | 13.4616 | 12.5311
"When Yara and Frank visited the office, Yara handed the jacket to","When Tara and Frank visited the office, Tara handed the jacket to",Frank,Yara,Tara,BAB,1,the office,jacket,5278,575,corrupted,17.164173,8.435232,8.728941,0.61219448,9.907e-05,True,1,Frank,Frank | the | her | them | a,17.1642 | 15.2780 | 14.9882 | 13.5320 | 13.5306
"Once Bob and Amy were at the gym, Bob brought the phone to","Once Olivia and Amy were at the gym, Olivia brought the phone to",Amy,Bob,Olivia,BAB,4,the gym,phone,14235,5811,corrupted,15.373217,9.374418,5.998798,0.08898746,0.00022084,True,3,her,her | the | Amy | their | them,17.0238 | 15.7992 | 15.3732 | 13.7208 | 13.6233
"Once Harry and Uma were at the cafe, Uma brought the jacket to","Once Harry and Clara were at the cafe, Clara brought the jacket to",Harry,Uma,Clara,ABB,4,the cafe,jacket,5850,471,corrupted,16.690672,8.251614,8.439058,0.34072685,7.368e-05,True,1,Harry,Harry | her | the | him | his,16.6907 | 15.8232 | 15.6635 | 14.4862 | 13.8671
"Once Ella and Frank were at the hospital, Ella brought the map to","Once Iris and Frank were at the hospital, Iris brought the map to",Frank,Ella,Iris,BAB,4,the hospital,map,5278,7122,corrupted,15.032626,7.628498,7.404129,0.17096516,0.00010407,True,1,Frank,Frank | her | the | them | Iris,15.0326 | 14.7236 | 14.6968 | 14.2385 | 13.5402
"When Derek and Victor visited the museum, Derek handed the note to","When Emma and Victor visited the museum, Emma handed the note to",Victor,Derek,Emma,BAB,1,the museum,note,12622,20893,corrupted,17.590021,6.66016,10.929861,0.70454401,1.262e-05,True,1,Victor,Victor | the | her | Victoria | them,17.5900 | 15.0851 | 15.0612 | 13.9267 | 13.8381
"While Paul and Clara were at the mall, Paul delivered the bag to","While Carol and Clara were at the mall, Carol delivered the bag to",Clara,Paul,Carol,BAB,5,the mall,bag,27443,3362,corrupted,15.240639,9.837777,5.402862,0.20717487,0.00093305,True,1,Clara,Clara | her | the | a | Carol,15.2406 | 15.0651 | 14.5950 | 13.9703 | 13.1510
"Once Quinn and Paul were at the beach, Paul brought the package to","Once Quinn and Fred were at the beach, Fred brought the package to",Quinn,Paul,Fred,ABB,4,the beach,package,16109,3362,corrupted,14.124744,9.331104,4.79364,0.07266198,0.0006018,True,4,the,the | her | him | Quinn | his,14.7275 | 14.4659 | 14.2664 | 14.1247 | 13.8725
"As Mia and Gina walked through the park, Gina offered the key to","As Mia and Iris walked through the park, Iris offered the key to",Mia,Gina,Iris,ABB,6,the park,key,32189,43002,corrupted,11.461491,5.90945,5.552041,0.00589224,2.286e-05,True,11,the,the | her | their | a | unlocking,15.6447 | 14.2472 | 13.8392 | 13.4440 | 12.7736
"When Frank and Uma went to the restaurant, Uma gave the note to","When Frank and Yara went to the restaurant, Yara gave the note to",Frank,Uma,Yara,ABB,0,the restaurant,note,5278,471,corrupted,16.719337,8.841547,7.87779,0.66285741,0.00025127,True,1,Frank,Frank | the | Y | his | her,16.7193 | 14.3658 | 13.4414 | 13.3839 | 13.1808
"When Olivia and Fred arrived at the gym, Olivia passed the package to","When Emma and Fred arrived at the gym, Emma passed the package to",Fred,Olivia,Emma,BAB,2,the gym,package,8559,33911,corrupted,17.878963,8.875012,9.003951,0.74898547,9.207e-05,True,1,Fred,Fred | her | the | them | a,17.8790 | 15.3452 | 14.8792 | 13.7709 | 13.6227
"After Tara and Carol left the station, Tara sent the card to","After Sam and Carol left the station, Sam sent the card to",Carol,Tara,Sam,BAB,3,the station,card,5074,37723,corrupted,15.865755,8.444881,7.420874,0.3615348,0.00021642,True,1,Carol,Carol | the | his | her | a,15.8658 | 14.0103 | 13.8339 | 13.0796 | 12.7647
"Once Rose and Wendy were at the office, Rose brought the ticket to","Once Olivia and Wendy were at the office, Olivia brought the ticket to",Wendy,Rose,Olivia,BAB,4,the office,ticket,28314,8049,corrupted,15.177256,8.553228,6.624027,0.1331379,0.00017682,True,3,the,the | her | Wendy | them | a,15.8955 | 15.2141 | 15.1773 | 13.6210 | 13.1470
"Once Clara and Quinn were at the market, Clara brought the wallet to","Once Yara and Quinn were at the market, Yara brought the wallet to",Quinn,Clara,Yara,BAB,4,the market,wallet,16109,27443,corrupted,15.253004,7.771338,7.481666,0.25528741,0.00014381,True,1,Quinn,Quinn | her | the | them | Y,15.2530 | 14.8771 | 14.6614 | 13.4966 | 13.0707
"When Mia and Henry went to the school, Henry gave the package to","When Mia and Derek went to the school, Derek gave the package to",Mia,Henry,Derek,ABB,0,the school,package,32189,8616,corrupted,16.480312,8.085177,8.395135,0.50878543,0.00011497,True,1,Mia,Mia | the | his | her | them,16.4803 | 14.5568 | 14.4704 | 14.3450 | 13.7450
"When Yara and Iris arrived at the hospital, Yara passed the phone to","When Amy and Iris arrived at the hospital, Amy passed the phone to",Iris,Yara,Amy,BAB,2,the hospital,phone,34230,575,corrupted,15.605053,7.949747,7.655306,0.25684431,0.00012162,True,2,her,her | Iris | the | a | them,15.8126 | 15.6051 | 14.2659 | 13.7581 | 12.6697
"Once Sam and Mia were at the cafe, Mia brought the phone to","Once Sam and Liam were at the cafe, Liam brought the phone to",Sam,Mia,Liam,ABB,4,the cafe,phone,3409,32189,corrupted,14.573337,6.709107,7.864229,0.09023839,3.467e-05,True,3,his,his | the | Sam | him | them,15.4131 | 15.0621 | 14.5733 | 14.4486 | 13.9007
"When Harry and Uma visited the hospital, Harry handed the gift to","When Olivia and Uma visited the hospital, Olivia handed the gift to",Uma,Harry,Olivia,BAB,1,the hospital,gift,471,5850,corrupted,16.27639,9.712542,6.563848,0.3315424,0.00046762,True,1,U,U | her | the | them | a,16.2764 | 16.1418 | 14.8607 | 13.5791 | 13.5667
"When Alice and Grace visited the library, Grace handed the wallet to","When Alice and Brian visited the library, Brian handed the wallet to",Alice,Grace,Brian,ABB,1,the library,wallet,14862,16156,corrupted,17.63382,8.557209,9.076611,0.61824095,7.067e-05,True,1,Alice,Alice | the | her | them | a,17.6338 | 15.1096 | 14.8417 | 14.6976 | 14.0198
"When Brian and Noah visited the hospital, Brian handed the map to","When Grace and Noah visited the hospital, Grace handed the map to",Noah,Brian,Grace,BAB,1,the hospital,map,18394,8403,corrupted,16.669979,8.864529,7.80545,0.55123925,0.00022463,True,1,Noah,Noah | the | her | them | him,16.6700 | 14.8692 | 14.7788 | 14.0367 | 12.9745
"While Victor and Kate were at the beach, Victor delivered the pen to","While Amy and Kate were at the beach, Amy delivered the pen to",Kate,Victor,Amy,BAB,5,the beach,pen,16693,12622,corrupted,15.229684,7.562365,7.667319,0.16401996,7.674e-05,True,2,her,her | Kate | the | Amy | a,15.3779 | 15.2297 | 14.4663 | 14.1994 | 13.9147
"While Derek and Zach were at the park, Zach delivered the bag to","While Derek and Amy were at the park, Amy delivered the bag to",Derek,Zach,Amy,ABB,5,the park,bag,20893,18825,corrupted,15.949478,9.007786,6.941692,0.29542682,0.00028557,True,1,Derek,Derek | her | the | them | Amy,15.9495 | 14.8756 | 14.7232 | 13.9423 | 13.7162
"After Gina and Henry left the park, Henry sent the key to","After Gina and Wendy left the park, Wendy sent the key to",Gina,Henry,Wendy,ABB,3,the park,key,43002,8616,corrupted,14.746847,7.853809,6.893038,0.17340542,0.00017598,True,2,the,the | Gina | her | Wendy | a,14.7519 | 14.7468 | 14.6422 | 13.1538 | 12.8369
"Once Fred and Emma were at the gym, Fred brought the book to","Once Derek and Emma were at the gym, Derek brought the book to",Emma,Fred,Derek,BAB,4,the gym,book,18966,8559,corrupted,16.866468,5.935673,10.930796,0.40244272,7.2e-06,True,1,Emma,Emma | the | his | her | him,16.8665 | 15.3756 | 15.1995 | 15.0773 | 15.0168
"As Gina and Uma walked through the station, Gina offered the ticket to","As Fred and Uma walked through the station, Fred offered the ticket to",Uma,Gina,Fred,BAB,6,the station,ticket,471,43002,corrupted,15.691689,6.650436,9.041252,0.30621639,3.626e-05,True,1,U,U | the | his | them | Fred,15.6917 | 14.8737 | 13.7820 | 13.7742 | 13.2983
"After Clara and Uma left the park, Uma sent the ticket to","After Clara and Jack left the park, Jack sent the ticket to",Clara,Uma,Jack,ABB,3,the park,ticket,27443,471,corrupted,16.28923,7.774039,8.515192,0.41539213,8.324e-05,True,1,Clara,Clara | the | her | his | Jack,16.2892 | 14.5107 | 14.1699 | 13.5825 | 13.4504
"When Sam and Olivia visited the restaurant, Olivia handed the book to","When Sam and Xander visited the restaurant, Xander handed the book to",Sam,Olivia,Xander,ABB,1,the restaurant,book,3409,33911,corrupted,16.795067,8.985954,7.809113,0.43347427,0.000176,True,1,Sam,Sam | the | them | Xander | his,16.7951 | 15.2104 | 14.8884 | 14.4902 | 14.3395
"After Clara and Frank left the station, Frank sent the bag to","After Clara and Carol left the station, Carol sent the bag to",Clara,Frank,Carol,ABB,3,the station,bag,27443,5278,corrupted,13.387905,9.664305,3.7236,0.05635877,0.00136089,True,3,the,the | her | Clara | a | Carol,14.1355 | 13.8923 | 13.3879 | 12.8800 | 12.7508
"When Sam and Yara visited the cafe, Yara handed the trophy to","When Sam and Amy visited the cafe, Amy handed the trophy to",Sam,Yara,Amy,ABB,1,the cafe,trophy,3409,575,corrupted,17.338799,8.851907,8.486892,0.62296265,0.00012843,True,1,Sam,Sam | her | the | a | him,17.3388 | 15.0283 | 15.0034 | 13.9372 | 13.8357
"When Brian and Liam went to the hospital, Liam gave the letter to","When Brian and Grace went to the hospital, Grace gave the letter to",Brian,Liam,Grace,ABB,0,the hospital,letter,8403,31684,corrupted,14.913624,7.419812,7.493812,0.20135015,0.00011205,True,1,Brian,Brian | the | her | his | a,14.9136 | 14.6334 | 14.0937 | 13.2296 | 13.0733
"When Fred and Noah visited the station, Noah handed the trophy to","When Fred and Isla visited the station, Isla handed the trophy to",Fred,Noah,Isla,ABB,1,the station,trophy,8559,18394,corrupted,16.534527,8.734027,7.8005,0.5303185,0.00021718,True,1,Fred,Fred | the | his | him | her,16.5345 | 14.6607 | 13.7011 | 13.5120 | 13.1601
"As Henry and Derek walked through the market, Derek offered the phone to","As Henry and Iris walked through the market, Iris offered the phone to",Henry,Derek,Iris,ABB,6,the market,phone,8616,20893,corrupted,15.644435,8.284952,7.359483,0.35067073,0.00022321,True,1,Henry,Henry | the | them | Iris | her,15.6444 | 14.0287 | 13.9690 | 13.8879 | 13.8576
"Once Tara and Zach were at the hospital, Zach brought the ticket to","Once Tara and Rose were at the hospital, Rose brought the ticket to",Tara,Zach,Rose,ABB,4,the hospital,ticket,37723,18825,corrupted,14.481208,8.239202,6.242005,0.09588193,0.00018658,True,3,the,the | her | Tara | them | their,15.3202 | 14.8639 | 14.4812 | 13.5905 | 12.7240
"While Gina and Zach were at the station, Gina delivered the card to","While Sam and Zach were at the station, Sam delivered the card to",Zach,Gina,Sam,BAB,5,the station,card,18825,43002,corrupted,15.828938,7.599573,8.229364,0.38462803,0.00010258,True,1,Zach,Zach | the | his | a | Sam,15.8289 | 14.3945 | 14.0608 | 13.4821 | 12.7238
"When Clara and Sam visited the hospital, Clara handed the map to","When Iris and Sam visited the hospital, Iris handed the map to",Sam,Clara,Iris,BAB,1,the hospital,map,3409,27443,corrupted,15.76933,8.413301,7.356029,0.30996701,0.00019799,True,1,Sam,Sam | her | the | them | him,15.7693 | 14.8495 | 14.8303 | 14.7435 | 13.0267
"After Brian and Henry left the park, Brian sent the package to","After Iris and Henry left the park, Iris sent the package to",Henry,Brian,Iris,BAB,3,the park,package,8616,8403,corrupted,14.332872,7.51637,6.816503,0.15247639,0.00016704,True,1,Henry,Henry | her | the | Iris | a,14.3329 | 14.0458 | 13.8782 | 13.8547 | 11.9749
"When Paul and Kate visited the hospital, Paul handed the letter to","When Harry and Kate visited the hospital, Harry handed the letter to",Kate,Paul,Harry,BAB,1,the hospital,letter,16693,3362,corrupted,17.113319,9.870255,7.243064,0.52723938,0.00037704,True,1,Kate,Kate | the | his | her | them,17.1133 | 15.2273 | 14.9605 | 14.2717 | 13.7474
"While Brian and Olivia were at the park, Brian delivered the book to","While Frank and Olivia were at the park, Frank delivered the book to",Olivia,Brian,Frank,BAB,5,the park,book,33911,8403,corrupted,16.086296,8.842367,7.243929,0.39688593,0.00028357,True,1,Olivia,Olivia | his | the | a | her,16.0863 | 14.4645 | 14.3533 | 13.6750 | 13.4701
"While Yara and Sam were at the cafe, Sam delivered the phone to","While Yara and Quinn were at the cafe, Quinn delivered the phone to",Yara,Sam,Quinn,ABB,5,the cafe,phone,575,3409,corrupted,14.829069,9.555366,5.273704,0.22804572,0.00116864,True,1,Y,Y | the | her | Quinn | a,14.8291 | 13.8184 | 13.8004 | 13.0146 | 12.7235
"When Fred and Xander visited the cafe, Fred handed the ticket to","When Clara and Xander visited the cafe, Clara handed the ticket to",Xander,Fred,Clara,BAB,1,the cafe,ticket,46122,8559,corrupted,17.521711,8.794672,8.727039,0.72657794,0.00011781,True,1,Xander,Xander | the | her | them | a,17.5217 | 15.2378 | 14.6416 | 14.1789 | 13.3450
"While Clara and Henry were at the beach, Clara delivered the card to","While Derek and Henry were at the beach, Derek delivered the card to",Henry,Clara,Derek,BAB,5,the beach,card,8616,27443,corrupted,16.04187,7.835308,8.206563,0.44490698,0.0001214,True,1,Henry,Henry | his | the | a | Derek,16.0419 | 14.6498 | 14.3964 | 13.1614 | 12.3313
"While Harry and Quinn were at the station, Quinn delivered the gift to","While Harry and Alice were at the station, Alice delivered the gift to",Harry,Quinn,Alice,ABB,5,the station,gift,5850,16109,corrupted,16.073772,6.662545,9.411227,0.28909624,2.365e-05,True,1,Harry,Harry | the | her | Ron | them,16.0738 | 15.0545 | 14.7908 | 13.7012 | 13.4581
"When Derek and Ella went to the school, Derek gave the bag to","When Carol and Ella went to the school, Carol gave the bag to",Ella,Derek,Carol,BAB,0,the school,bag,7122,20893,corrupted,14.762829,7.352621,7.410208,0.13835749,8.371e-05,True,2,her,her | Ell | the | them | a,14.9848 | 14.7628 | 14.6118 | 14.1597 | 13.7571
"While Victor and Clara were at the beach, Victor delivered the letter to","While Tara and Clara were at the beach, Tara delivered the letter to",Clara,Victor,Tara,BAB,5,the beach,letter,27443,12622,corrupted,14.403844,9.588505,4.815339,0.11326817,0.00091798,True,3,the,the | her | Clara | a | Tara,14.6173 | 14.5350 | 14.4038 | 12.6365 | 12.2160
"When Paul and Uma visited the restaurant, Uma handed the book to","When Paul and Bob visited the restaurant, Bob handed the book to",Paul,Uma,Bob,ABB,1,the restaurant,book,3362,471,corrupted,16.985329,8.231832,8.753497,0.52817953,8.34e-05,True,1,Paul,Paul | the | them | his | a,16.9853 | 15.1218 | 14.7258 | 14.1687 | 14.0995
"As Harry and Brian walked through the restaurant, Brian offered the package to","As Harry and Henry walked through the restaurant, Henry offered the package to",Harry,Brian,Henry,ABB,6,the restaurant,package,5850,8403,corrupted,17.338614,9.066569,8.272044,0.58739269,0.00015012,True,1,Harry,Harry | the | them | his | Hermione,17.3386 | 15.2561 | 14.8082 | 14.3147 | 13.5590
"When Frank and Yara arrived at the cafe, Yara passed the bag to","When Frank and Grace arrived at the cafe, Grace passed the bag to",Frank,Yara,Grace,ABB,2,the cafe,bag,5278,575,corrupted,16.98168,8.480639,8.501041,0.60592324,0.00012316,True,1,Frank,Frank | the | her | a | them,16.9817 | 14.6179 | 14.5037 | 13.7706 | 13.6599
"As Derek and Emma walked through the mall, Emma offered the ticket to","As Derek and Henry walked through the mall, Henry offered the ticket to",Derek,Emma,Henry,ABB,6,the mall,ticket,20893,18966,corrupted,14.541525,8.727753,5.813772,0.09993302,0.00029841,True,2,the,the | Derek | them | a | his,14.9439 | 14.5415 | 14.3899 | 13.7685 | 13.2449
"When Olivia and Henry arrived at the park, Henry passed the jacket to","When Olivia and Mia arrived at the park, Mia passed the jacket to",Olivia,Henry,Mia,ABB,2,the park,jacket,33911,8616,corrupted,15.502102,9.861349,5.640753,0.27526388,0.00097724,True,1,Olivia,Olivia | her | the | a | Mia,15.5021 | 14.7354 | 14.3013 | 13.9729 | 13.3639
"When Zach and Yara arrived at the gym, Zach passed the map to","When Henry and Yara arrived at the gym, Henry passed the map to",Yara,Zach,Henry,BAB,2,the gym,map,575,18825,corrupted,16.277891,7.223289,9.054603,0.48658824,5.686e-05,True,1,Y,Y | his | the | them | a,16.2779 | 14.6032 | 14.5434 | 13.9762 | 13.2057
"After Uma and Noah left the mall, Noah sent the trophy to","After Uma and Fred left the mall, Fred sent the trophy to",Uma,Noah,Fred,ABB,3,the mall,trophy,471,18394,corrupted,14.00166,8.330601,5.67106,0.10171048,0.00035031,True,1,U,U | his | the | her | Fred,14.0017 | 13.7385 | 13.6474 | 13.4146 | 13.2674
"As Victor and Alice walked through the station, Victor offered the jacket to","As Yara and Alice walked through the station, Yara offered the jacket to",Alice,Victor,Yara,BAB,6,the station,jacket,14862,12622,corrupted,16.661852,9.065245,7.596607,0.62636137,0.00031453,True,1,Alice,Alice | her | the | Y | them,16.6619 | 14.5140 | 14.4583 | 12.4413 | 12.4137
"When Iris and Yara visited the library, Yara handed the map to","When Iris and Jack visited the library, Jack handed the map to",Iris,Yara,Jack,ABB,1,the library,map,34230,575,corrupted,18.675316,8.685176,9.99014,0.86740279,3.977e-05,True,1,Iris,Iris | the | her | them | Jack,18.6753 | 14.9291 | 14.9145 | 14.7565 | 13.3780
"Once Victor and Bob were at the office, Bob brought the book to","Once Victor and Olivia were at the office, Olivia brought the book to",Victor,Bob,Olivia,ABB,4,the office,book,12622,5811,corrupted,15.696127,9.410785,6.285342,0.19140805,0.00035667,True,1,Victor,Victor | her | the | him | them,15.6961 | 15.5459 | 15.2972 | 14.6243 | 14.2502
"When Liam and Fred arrived at the museum, Liam passed the package to","When Gina and Fred arrived at the museum, Gina passed the package to",Fred,Liam,Gina,BAB,2,the museum,package,8559,31684,corrupted,17.09219,5.388528,11.703662,0.60736078,5.02e-06,True,1,Fred,Fred | her | the | them | their,17.0922 | 15.2595 | 14.7317 | 14.0487 | 13.8071
"When Henry and Bob visited the office, Bob handed the letter to","When Henry and Rose visited the office, Rose handed the letter to",Henry,Bob,Rose,ABB,1,the office,letter,8616,5811,corrupted,16.7421,8.102133,8.639967,0.70432454,0.00012459,True,1,Henry,Henry | the | her | a | him,16.7421 | 14.1220 | 12.9572 | 12.4989 | 12.4955
"As Harry and Fred walked through the hospital, Fred offered the ticket to","As Harry and Iris walked through the hospital, Iris offered the ticket to",Harry,Fred,Iris,ABB,6,the hospital,ticket,5850,8559,corrupted,16.443634,9.310358,7.133276,0.4168483,0.00033269,True,1,Harry,Harry | the | them | her | Iris,16.4436 | 15.0932 | 14.2338 | 13.7402 | 13.4299
"When Olivia and Jack arrived at the hospital, Jack passed the trophy to","When Olivia and Bob arrived at the hospital, Bob passed the trophy to",Olivia,Jack,Bob,ABB,2,the hospital,trophy,33911,3619,corrupted,16.865967,11.017536,5.848431,0.48426411,0.00139682,True,1,Olivia,Olivia | his | her | the | a,16.8660 | 14.9996 | 14.8161 | 14.5606 | 13.8652
"After Kate and Iris left the library, Iris sent the trophy to","After Kate and Isla left the library, Isla sent the trophy to",Kate,Iris,Isla,ABB,3,the library,trophy,16693,34230,corrupted,14.619809,8.507928,6.111881,0.14531204,0.00032207,True,2,her,her | Kate | the | Is | a,14.8384 | 14.6198 | 13.7041 | 12.9075 | 12.5242
"After Wendy and David left the beach, David sent the trophy to","After Wendy and Sam left the beach, Sam sent the trophy to",Wendy,David,Sam,ABB,3,the beach,trophy,28314,3271,corrupted,17.087141,10.074075,7.013066,0.57051456,0.00051349,True,1,Wendy,Wendy | Sam | her | his | the,17.0871 | 14.6194 | 14.4804 | 14.3642 | 14.2300
"When Olivia and Gina went to the museum, Gina gave the map to","When Olivia and Wendy went to the museum, Wendy gave the map to",Olivia,Gina,Wendy,ABB,0,the museum,map,33911,43002,corrupted,15.679188,7.217809,8.461379,0.26315489,5.565e-05,True,1,Olivia,Olivia | the | her | them | a,15.6792 | 14.9742 | 14.9576 | 14.4949 | 13.3197
"Once Wendy and Victor were at the restaurant, Wendy brought the trophy to","Once Clara and Victor were at the restaurant, Clara brought the trophy to",Victor,Wendy,Clara,BAB,4,the restaurant,trophy,12622,28314,corrupted,16.752918,9.690712,7.062206,0.45704511,0.00039164,True,1,Victor,Victor | her | the | Clara | them,16.7529 | 15.6543 | 15.1712 | 13.3804 | 13.3406
"As Noah and Carol walked through the gym, Noah offered the note to","As Harry and Carol walked through the gym, Harry offered the note to",Carol,Noah,Harry,BAB,6,the gym,note,5074,18394,corrupted,17.361269,6.7973,10.563969,0.6776914,1.75e-05,True,1,Carol,Carol | his | the | her | their,17.3613 | 14.7520 | 14.7015 | 13.3915 | 12.8462
"When Harry and Carol visited the theater, Harry handed the ticket to","When Brian and Carol visited the theater, Brian handed the ticket to",Carol,Harry,Brian,BAB,1,the theater,ticket,5074,5850,corrupted,17.015303,8.164271,8.851031,0.63355416,9.075e-05,True,1,Carol,Carol | the | a | his | their,17.0153 | 14.8573 | 14.1746 | 13.5604 | 13.3655
"After Henry and Mia left the gym, Mia sent the note to","After Henry and Bob left the gym, Bob sent the note to",Henry,Mia,Bob,ABB,3,the gym,note,8616,32189,corrupted,15.643705,6.734173,8.909533,0.29038316,3.923e-05,True,1,Henry,Henry | his | Bob | the | their,15.6437 | 14.6131 | 14.1104 | 14.0971 | 12.4964
"When Fred and Amy went to the station, Amy gave the bag to","When Fred and Rose went to the station, Rose gave the bag to",Fred,Amy,Rose,ABB,0,the station,bag,8559,14235,corrupted,17.680548,8.804075,8.876472,0.76964062,0.00010747,True,1,Fred,Fred | the | them | Rose | her,17.6805 | 14.7425 | 13.7383 | 13.2593 | 13.2579
"After Zach and Isla left the cafe, Zach sent the package to","After Noah and Isla left the cafe, Noah sent the package to",Isla,Zach,Noah,BAB,3,the cafe,package,1148,18825,corrupted,16.172377,8.845877,7.3265,0.46639928,0.00030683,True,1,Is,Is | his | the | Noah | a,16.1724 | 14.6792 | 14.3146 | 13.5130 | 12.6979
"As Brian and Wendy walked through the library, Brian offered the package to","As Uma and Wendy walked through the library, Uma offered the package to",Wendy,Brian,Uma,BAB,6,the library,package,28314,8403,corrupted,16.993946,8.223277,8.770669,0.5710752,8.864e-05,True,1,Wendy,Wendy | her | the | a | them,16.9939 | 15.9005 | 14.4967 | 13.2718 | 13.1585
"As Henry and Rose walked through the museum, Rose offered the map to","As Henry and Olivia walked through the museum, Olivia offered the map to",Henry,Rose,Olivia,ABB,6,the museum,map,8616,8049,corrupted,17.104195,6.686422,10.417772,0.6288932,1.88e-05,True,1,Henry,Henry | the | her | them | him,17.1042 | 14.7403 | 14.2184 | 14.1682 | 13.4642
"Once Wendy and Paul were at the store, Wendy brought the phone to","Once Zach and Paul were at the store, Zach brought the phone to",Paul,Wendy,Zach,BAB,4,the store,phone,3362,28314,corrupted,14.463233,8.503041,5.960192,0.08099854,0.00020893,True,3,the,the | his | Paul | him | me,15.3096 | 15.2064 | 14.4632 | 13.9450 | 13.7494
"When David and Emma arrived at the hospital, Emma passed the wallet to","When David and Zach arrived at the hospital, Zach passed the wallet to",David,Emma,Zach,ABB,2,the hospital,wallet,3271,18966,corrupted,15.719096,10.186287,5.532809,0.23820667,0.00094207,True,1,David,David | his | the | Zach | a,15.7191 | 15.3420 | 14.7693 | 14.2798 | 14.2372
"When Bob and Zach visited the station, Bob handed the letter to","When Olivia and Zach visited the station, Olivia handed the letter to",Zach,Bob,Olivia,BAB,1,the station,letter,18825,5811,corrupted,16.837912,8.923049,7.914863,0.55750442,0.00020364,True,1,Zach,Zach | the | her | them | a,16.8379 | 14.9410 | 14.7589 | 13.7037 | 13.4641
"While Grace and Quinn were at the beach, Grace delivered the ticket to","While Mia and Quinn were at the beach, Mia delivered the ticket to",Quinn,Grace,Mia,BAB,5,the beach,ticket,16109,16156,corrupted,14.211102,7.711209,6.499892,0.12092056,0.00018182,True,2,the,the | Quinn | her | a | Mia,14.6696 | 14.2111 | 14.2094 | 13.1305 | 12.6628
"When Uma and Paul visited the school, Paul handed the card to","When Uma and Tara visited the school, Tara handed the card to",Uma,Paul,Tara,ABB,1,the school,card,471,3362,corrupted,16.428925,8.795048,7.633877,0.45224318,0.00021879,True,1,U,U | the | her | Tara | them,16.4289 | 14.8436 | 14.8126 | 13.4556 | 13.4280
"After Bob and Olivia left the store, Bob sent the bag to","After Harry and Olivia left the store, Harry sent the bag to",Olivia,Bob,Harry,BAB,3,the store,bag,33911,5811,corrupted,14.996066,9.418327,5.577739,0.14573964,0.00055106,True,1,Olivia,Olivia | the | his | Hermione | a,14.9961 | 14.8484 | 14.7458 | 13.5121 | 13.1970
"Once Derek and Olivia were at the theater, Derek brought the pen to","Once Victor and Olivia were at the theater, Victor brought the pen to",Olivia,Derek,Victor,BAB,4,the theater,pen,33911,20893,corrupted,14.858404,6.737867,8.120537,0.10152069,3.019e-05,True,4,his,his | the | her | Olivia | him,15.7967 | 15.2561 | 14.9009 | 14.8584 | 14.2280
"While Harry and Clara were at the office, Clara delivered the jacket to","While Harry and Henry were at the office, Henry delivered the jacket to",Harry,Clara,Henry,ABB,5,the office,jacket,5850,27443,corrupted,15.490479,7.887351,7.603128,0.26227787,0.00013085,True,1,Harry,Harry | the | his | a | Hermione,15.4905 | 14.6755 | 14.0109 | 13.2463 | 12.9213
"After Xander and Victor left the beach, Victor sent the key to","After Xander and Henry left the beach, Henry sent the key to",Xander,Victor,Henry,ABB,3,the beach,key,46122,12622,corrupted,14.466399,9.305813,5.160586,0.15177993,0.00087096,True,2,the,the | Xander | his | Henry | a,14.5500 | 14.4664 | 13.9599 | 13.3265 | 12.5753
"As Kate and Bob walked through the beach, Bob offered the phone to","As Kate and Jack walked through the beach, Jack offered the phone to",Kate,Bob,Jack,ABB,6,the beach,phone,16693,5811,corrupted,17.759371,10.101652,7.657719,0.60400993,0.00028532,True,1,Kate,Kate | her | the | them | Jack,17.7594 | 15.7953 | 14.6783 | 14.6634 | 14.4687
"When Bob and Amy went to the library, Bob gave the pen to","When Paul and Amy went to the library, Paul gave the pen to",Amy,Bob,Paul,BAB,0,the library,pen,14235,5811,corrupted,18.495802,8.739627,9.756175,0.87428981,5.065e-05,True,1,Amy,Amy | the | his | her | a,18.4958 | 14.8983 | 14.5056 | 14.0534 | 14.0456
