prompt_clean,prompt_corrupted,io_name,s_name,distractor_name,template_type,template_idx,place,object_noun,io_token_id,s_token_id
"When Ella and Sam visited the restaurant, Sam handed the jacket to","When Ella and Carol visited the restaurant, Carol handed the jacket to",Ella,Sam,Carol,ABB,1,the restaurant,jacket,7122,3409
"When Bob and Sam visited the hospital, Bob handed the pen to","When Tara and Sam visited the hospital, Tara handed the pen to",Sam,Bob,Tara,BAB,1,the hospital,pen,3409,5811
"While Paul and Iris were at the gym, Paul delivered the map to","While Jack and Iris were at the gym, Jack delivered the map to",Iris,Paul,Jack,BAB,5,the gym,map,34230,3362
"When Fred and Xander arrived at the theater, Xander passed the gift to","When Fred and Harry arrived at the theater, Harry passed the gift to",Fred,Xander,Harry,ABB,2,the theater,gift,8559,46122
"When Grace and Paul visited the hospital, Paul handed the ticket to","When Grace and Mia visited the hospital, Mia handed the ticket to",Grace,Paul,Mia,ABB,1,the hospital,ticket,16156,3362
"While Henry and Noah were at the museum, Henry delivered the bag to","While Paul and Noah were at the museum, Paul delivered the bag to",Noah,Henry,Paul,BAB,5,the museum,bag,18394,8616
"While Paul and Amy were at the school, Amy delivered the gift to","While Paul and Liam were at the school, Liam delivered the gift to",Paul,Amy,Liam,ABB,5,the school,gift,3362,14235
"After Uma and Paul left the library, Paul sent the phone to","After Uma and Quinn left the library, Quinn sent the phone to",Uma,Paul,Quinn,ABB,3,the library,phone,471,3362
"When Fred and Uma arrived at the hospital, Uma passed the trophy to","When Fred and Ella arrived at the hospital, Ella passed the trophy to",Fred,Uma,Ella,ABB,2,the hospital,trophy,8559,471
"When Carol and Fred went to the office, Carol gave the pen to","When Frank and Fred went to the office, Frank gave the pen to",Fred,Carol,Frank,BAB,0,the office,pen,8559,5074
"While Iris and Mia were at the library, Iris delivered the trophy to","While Victor and Mia were at the library, Victor delivered the trophy to",Mia,Iris,Victor,BAB,5,the library,trophy,32189,34230
"When Rose and Derek visited the gym, Derek handed the bag to","When Rose and Xander visited the gym, Xander handed the bag to",Rose,Derek,Xander,ABB,1,the gym,bag,8049,20893
"When Iris and Brian arrived at the restaurant, Iris passed the map to","When Paul and Brian arrived at the restaurant, Paul passed the map to",Brian,Iris,Paul,BAB,2,the restaurant,map,8403,34230
"Once Frank and Emma were at the beach, Frank brought the trophy to","Once Victor and Emma were at the beach, Victor brought the trophy to",Emma,Frank,Victor,BAB,4,the beach,trophy,18966,5278
"When Amy and Ella went to the library, Amy gave the jacket to","When Kate and Ella went to the library, Kate gave the jacket to",Ella,Amy,Kate,BAB,0,the library,jacket,7122,14235
"While Ella and Zach were at the park, Zach delivered the ticket to","While Ella and Brian were at the park, Brian delivered the ticket to",Ella,Zach,Brian,ABB,5,the park,ticket,7122,18825
"Once Henry and Carol were at the museum, Carol brought the phone to","Once Henry and Wendy were at the museum, Wendy brought the phone to",Henry,Carol,Wendy,ABB,4,the museum,phone,8616,5074
"Once Quinn and Alice were at the park, Alice brought the book to","Once Quinn and Noah were at the park, Noah brought the book to",Quinn,Alice,Noah,ABB,4,the park,book,16109,14862
"When Jack and Tara visited the theater, Tara handed the card to","When Jack and Yara visited the theater, Yara handed the card to",Jack,Tara,Yara,ABB,1,the theater,card,3619,37723
"Once Quinn and Noah were at the school, Noah brought the book to","Once Quinn and Amy were at the school, Amy brought the book to",Quinn,Noah,Amy,ABB,4,the school,book,16109,18394
"As Tara and Kate walked through the gym, Kate offered the card to","As Tara and Liam walked through the gym, Liam offered the card to",Tara,Kate,Liam,ABB,6,the gym,card,37723,16693
"When Alice and Derek went to the hospital, Derek gave the package to","When Alice and Grace went to the hospital, Grace gave the package to",Alice,Derek,Grace,ABB,0,the hospital,package,14862,20893
"When Yara and Mia went to the station, Mia gave the note to","When Yara and Quinn went to the station, Quinn gave the note to",Yara,Mia,Quinn,ABB,0,the station,note,575,32189
"While Tara and Olivia were at the office, Olivia delivered the jacket to","While Tara and Sam were at the office, Sam delivered the jacket to",Tara,Olivia,Sam,ABB,5,the office,jacket,37723,33911
"Once Grace and Amy were at the office, Grace brought the package to","Once Quinn and Amy were at the office, Quinn brought the package to",Amy,Grace,Quinn,BAB,4,the office,package,14235,16156
"While Jack and Ella were at the school, Jack delivered the phone to","While Noah and Ella were at the school, Noah delivered the phone to",Ella,Jack,Noah,BAB,5,the school,phone,7122,3619
"When Noah and Quinn visited the cafe, Noah handed the package to","When Olivia and Quinn visited the cafe, Olivia handed the package to",Quinn,Noah,Olivia,BAB,1,the cafe,package,16109,18394
"When Bob and Grace visited the store, Bob handed the phone to","When Yara and Grace visited the store, Yara handed the phone to",Grace,Bob,Yara,BAB,1,the store,phone,16156,5811
"When Yara and Frank visited the office, Yara handed the jacket to","When Tara and Frank visited the office, Tara handed the jacket to",Frank,Yara,Tara,BAB,1,the office,jacket,5278,575
"Once Bob and Amy were at the gym, Bob brought the phone to","Once Olivia and Amy were at the gym, Olivia brought the phone to",Amy,Bob,Olivia,BAB,4,the gym,phone,14235,5811
"Once Harry and Uma were at the cafe, Uma brought the jacket to","Once Harry and Clara were at the cafe, Clara brought the jacket to",Harry,Uma,Clara,ABB,4,the cafe,jacket,5850,471
"Once Ella and Frank were at the hospital, Ella brought the map to","Once Iris and Frank were at the hospital, Iris brought the map to",Frank,Ella,Iris,BAB,4,the hospital,map,5278,7122
"When Derek and Victor visited the museum, Derek handed the note to","When Emma and Victor visited the museum, Emma handed the note to",Victor,Derek,Emma,BAB,1,the museum,note,12622,20893
"While Paul and Clara were at the mall, Paul delivered the bag to","While Carol and Clara were at the mall, Carol delivered the bag to",Clara,Paul,Carol,BAB,5,the mall,bag,27443,3362
"Once Quinn and Paul were at the beach, Paul brought the package to","Once Quinn and Fred were at the beach, Fred brought the package to",Quinn,Paul,Fred,ABB,4,the beach,package,16109,3362
"As Mia and Gina walked through the park, Gina offered the key to","As Mia and Iris walked through the park, Iris offered the key to",Mia,Gina,Iris,ABB,6,the park,key,32189,43002
"When Frank and Uma went to the restaurant, Uma gave the note to","When Frank and Yara went to the restaurant, Yara gave the note to",Frank,Uma,Yara,ABB,0,the restaurant,note,5278,471
"When Olivia and Fred arrived at the gym, Olivia passed the package to","When Emma and Fred arrived at the gym, Emma passed the package to",Fred,Olivia,Emma,BAB,2,the gym,package,8559,33911
"After Tara and Carol left the station, Tara sent the card to","After Sam and Carol left the station, Sam sent the card to",Carol,Tara,Sam,BAB,3,the station,card,5074,37723
"Once Rose and Wendy were at the office, Rose brought the ticket to","Once Olivia and Wendy were at the office, Olivia brought the ticket to",Wendy,Rose,Olivia,BAB,4,the office,ticket,28314,8049
"Once Clara and Quinn were at the market, Clara brought the wallet to","Once Yara and Quinn were at the market, Yara brought the wallet to",Quinn,Clara,Yara,BAB,4,the market,wallet,16109,27443
"When Mia and Henry went to the school, Henry gave the package to","When Mia and Derek went to the school, Derek gave the package to",Mia,Henry,Derek,ABB,0,the school,package,32189,8616
"When Yara and Iris arrived at the hospital, Yara passed the phone to","When Amy and Iris arrived at the hospital, Amy passed the phone to",Iris,Yara,Amy,BAB,2,the hospital,phone,34230,575
"Once Sam and Mia were at the cafe, Mia brought the phone to","Once Sam and Liam were at the cafe, Liam brought the phone to",Sam,Mia,Liam,ABB,4,the cafe,phone,3409,32189
"When Harry and Uma visited the hospital, Harry handed the gift to","When Olivia and Uma visited the hospital, Olivia handed the gift to",Uma,Harry,Olivia,BAB,1,the hospital,gift,471,5850
"When Alice and Grace visited the library, Grace handed the wallet to","When Alice and Brian visited the library, Brian handed the wallet to",Alice,Grace,Brian,ABB,1,the library,wallet,14862,16156
"When Brian and Noah visited the hospital, Brian handed the map to","When Grace and Noah visited the hospital, Grace handed the map to",Noah,Brian,Grace,BAB,1,the hospital,map,18394,8403
"While Victor and Kate were at the beach, Victor delivered the pen to","While Amy and Kate were at the beach, Amy delivered the pen to",Kate,Victor,Amy,BAB,5,the beach,pen,16693,12622
"While Derek and Zach were at the park, Zach delivered the bag to","While Derek and Amy were at the park, Amy delivered the bag to",Derek,Zach,Amy,ABB,5,the park,bag,20893,18825
"After Gina and Henry left the park, Henry sent the key to","After Gina and Wendy left the park, Wendy sent the key to",Gina,Henry,Wendy,ABB,3,the park,key,43002,8616
"Once Fred and Emma were at the gym, Fred brought the book to","Once Derek and Emma were at the gym, Derek brought the book to",Emma,Fred,Derek,BAB,4,the gym,book,18966,8559
"As Gina and Uma walked through the station, Gina offered the ticket to","As Fred and Uma walked through the station, Fred offered the ticket to",Uma,Gina,Fred,BAB,6,the station,ticket,471,43002
"After Clara and Uma left the park, Uma sent the ticket to","After Clara and Jack left the park, Jack sent the ticket to",Clara,Uma,Jack,ABB,3,the park,ticket,27443,471
"When Sam and Olivia visited the restaurant, Olivia handed the book to","When Sam and Xander visited the restaurant, Xander handed the book to",Sam,Olivia,Xander,ABB,1,the restaurant,book,3409,33911
"After Clara and Frank left the station, Frank sent the bag to","After Clara and Carol left the station, Carol sent the bag to",Clara,Frank,Carol,ABB,3,the station,bag,27443,5278
"When Sam and Yara visited the cafe, Yara handed the trophy to","When Sam and Amy visited the cafe, Amy handed the trophy to",Sam,Yara,Amy,ABB,1,the cafe,trophy,3409,575
"When Brian and Liam went to the hospital, Liam gave the letter to","When Brian and Grace went to the hospital, Grace gave the letter to",Brian,Liam,Grace,ABB,0,the hospital,letter,8403,31684
"When Fred and Noah visited the station, Noah handed the trophy to","When Fred and Isla visited the station, Isla handed the trophy to",Fred,Noah,Isla,ABB,1,the station,trophy,8559,18394
"As Henry and Derek walked through the market, Derek offered the phone to","As Henry and Iris walked through the market, Iris offered the phone to",Henry,Derek,Iris,ABB,6,the market,phone,8616,20893
"Once Tara and Zach were at the hospital, Zach brought the ticket to","Once Tara and Rose were at the hospital, Rose brought the ticket to",Tara,Zach,Rose,ABB,4,the hospital,ticket,37723,18825
"While Gina and Zach were at the station, Gina delivered the card to","While Sam and Zach were at the station, Sam delivered the card to",Zach,Gina,Sam,BAB,5,the station,card,18825,43002
"When Clara and Sam visited the hospital, Clara handed the map to","When Iris and Sam visited the hospital, Iris handed the map to",Sam,Clara,Iris,BAB,1,the hospital,map,3409,27443
"After Brian and Henry left the park, Brian sent the package to","After Iris and Henry left the park, Iris sent the package to",Henry,Brian,Iris,BAB,3,the park,package,8616,8403
"When Paul and Kate visited the hospital, Paul handed the letter to","When Harry and Kate visited the hospital, Harry handed the letter to",Kate,Paul,Harry,BAB,1,the hospital,letter,16693,3362
"While Brian and Olivia were at the park, Brian delivered the book to","While Frank and Olivia were at the park, Frank delivered the book to",Olivia,Brian,Frank,BAB,5,the park,book,33911,8403
"While Yara and Sam were at the cafe, Sam delivered the phone to","While Yara and Quinn were at the cafe, Quinn delivered the phone to",Yara,Sam,Quinn,ABB,5,the cafe,phone,575,3409
"When Fred and Xander visited the cafe, Fred handed the ticket to","When Clara and Xander visited the cafe, Clara handed the ticket to",Xander,Fred,Clara,BAB,1,the cafe,ticket,46122,8559
"While Clara and Henry were at the beach, Clara delivered the card to","While Derek and Henry were at the beach, Derek delivered the card to",Henry,Clara,Derek,BAB,5,the beach,card,8616,27443
"While Harry and Quinn were at the station, Quinn delivered the gift to","While Harry and Alice were at the station, Alice delivered the gift to",Harry,Quinn,Alice,ABB,5,the station,gift,5850,16109
"When Derek and Ella went to the school, Derek gave the bag to","When Carol and Ella went to the school, Carol gave the bag to",Ella,Derek,Carol,BAB,0,the school,bag,7122,20893
"While Victor and Clara were at the beach, Victor delivered the letter to","While Tara and Clara were at the beach, Tara delivered the letter to",Clara,Victor,Tara,BAB,5,the beach,letter,27443,12622
"When Paul and Uma visited the restaurant, Uma handed the book to","When Paul and Bob visited the restaurant, Bob handed the book to",Paul,Uma,Bob,ABB,1,the restaurant,book,3362,471
"As Harry and Brian walked through the restaurant, Brian offered the package to","As Harry and Henry walked through the restaurant, Henry offered the package to",Harry,Brian,Henry,ABB,6,the restaurant,package,5850,8403
"When Frank and Yara arrived at the cafe, Yara passed the bag to","When Frank and Grace arrived at the cafe, Grace passed the bag to",Frank,Yara,Grace,ABB,2,the cafe,bag,5278,575
"As Derek and Emma walked through the mall, Emma offered the ticket to","As Derek and Henry walked through the mall, Henry offered the ticket to",Derek,Emma,Henry,ABB,6,the mall,ticket,20893,18966
"When Olivia and Henry arrived at the park, Henry passed the jacket to","When Olivia and Mia arrived at the park, Mia passed the jacket to",Olivia,Henry,Mia,ABB,2,the park,jacket,33911,8616
"When Zach and Yara arrived at the gym, Zach passed the map to","When Henry and Yara arrived at the gym, Henry passed the map to",Yara,Zach,Henry,BAB,2,the gym,map,575,18825
"After Uma and Noah left the mall, Noah sent the trophy to","After Uma and Fred left the mall, Fred sent the trophy to",Uma,Noah,Fred,ABB,3,the mall,trophy,471,18394
"As Victor and Alice walked through the station, Victor offered the jacket to","As Yara and Alice walked through the station, Yara offered the jacket to",Alice,Victor,Yara,BAB,6,the station,jacket,14862,12622
"When Iris and Yara visited the library, Yara handed the map to","When Iris and Jack visited the library, Jack handed the map to",Iris,Yara,Jack,ABB,1,the library,map,34230,575
"Once Victor and Bob were at the office, Bob brought the book to","Once Victor and Olivia were at the office, Olivia brought the book to",Victor,Bob,Olivia,ABB,4,the office,book,12622,5811
"When Liam and Fred arrived at the museum, Liam passed the package to","When Gina and Fred arrived at the museum, Gina passed the package to",Fred,Liam,Gina,BAB,2,the museum,package,8559,31684
"When Henry and Bob visited the office, Bob handed the letter to","When Henry and Rose visited the office, Rose handed the letter to",Henry,Bob,Rose,ABB,1,the office,letter,8616,5811
"As Harry and Fred walked through the hospital, Fred offered the ticket to","As Harry and Iris walked through the hospital, Iris offered the ticket to",Harry,Fred,Iris,ABB,6,the hospital,ticket,5850,8559
"When Olivia and Jack arrived at the hospital, Jack passed the trophy to","When Olivia and Bob arrived at the hospital, Bob passed the trophy to",Olivia,Jack,Bob,ABB,2,the hospital,trophy,33911,3619
"After Kate and Iris left the library, Iris sent the trophy to","After Kate and Isla left the library, Isla sent the trophy to",Kate,Iris,Isla,ABB,3,the library,trophy,16693,34230
"After Wendy and David left the beach, David sent the trophy to","After Wendy and Sam left the beach, Sam sent the trophy to",Wendy,David,Sam,ABB,3,the beach,trophy,28314,3271
"When Olivia and Gina went to the museum, Gina gave the map to","When Olivia and Wendy went to the museum, Wendy gave the map to",Olivia,Gina,Wendy,ABB,0,the museum,map,33911,43002
"Once Wendy and Victor were at the restaurant, Wendy brought the trophy to","Once Clara and Victor were at the restaurant, Clara brought the trophy to",Victor,Wendy,Clara,BAB,4,the restaurant,trophy,12622,28314
"As Noah and Carol walked through the gym, Noah offered the note to","As Harry and Carol walked through the gym, Harry offered the note to",Carol,Noah,Harry,BAB,6,the gym,note,5074,18394
"When Harry and Carol visited the theater, Harry handed the ticket to","When Brian and Carol visited the theater, Brian handed the ticket to",Carol,Harry,Brian,BAB,1,the theater,ticket,5074,5850
"After Henry and Mia left the gym, Mia sent the note to","After Henry and Bob left the gym, Bob sent the note to",Henry,Mia,Bob,ABB,3,the gym,note,8616,32189
"When Fred and Amy went to the station, Amy gave the bag to","When Fred and Rose went to the station, Rose gave the bag to",Fred,Amy,Rose,ABB,0,the station,bag,8559,14235
"After Zach and Isla left the cafe, Zach sent the package to","After Noah and Isla left the cafe, Noah sent the package to",Isla,Zach,Noah,BAB,3,the cafe,package,1148,18825
"As Brian and Wendy walked through the library, Brian offered the package to","As Uma and Wendy walked through the library, Uma offered the package to",Wendy,Brian,Uma,BAB,6,the library,package,28314,8403
"As Henry and Rose walked through the museum, Rose offered the map to","As Henry and Olivia walked through the museum, Olivia offered the map to",Henry,Rose,Olivia,ABB,6,the museum,map,8616,8049
"Once Wendy and Paul were at the store, Wendy brought the phone to","Once Zach and Paul were at the store, Zach brought the phone to",Paul,Wendy,Zach,BAB,4,the store,phone,3362,28314
"When David and Emma arrived at the hospital, Emma passed the wallet to","When David and Zach arrived at the hospital, Zach passed the wallet to",David,Emma,Zach,ABB,2,the hospital,wallet,3271,18966
"When Bob and Zach visited the station, Bob handed the letter to","When Olivia and Zach visited the station, Olivia handed the letter to",Zach,Bob,Olivia,BAB,1,the station,letter,18825,5811
"While Grace and Quinn were at the beach, Grace delivered the ticket to","While Mia and Quinn were at the beach, Mia delivered the ticket to",Quinn,Grace,Mia,BAB,5,the beach,ticket,16109,16156
"When Uma and Paul visited the school, Paul handed the card to","When Uma and Tara visited the school, Tara handed the card to",Uma,Paul,Tara,ABB,1,the school,card,471,3362
"After Bob and Olivia left the store, Bob sent the bag to","After Harry and Olivia left the store, Harry sent the bag to",Olivia,Bob,Harry,BAB,3,the store,bag,33911,5811
"Once Derek and Olivia were at the theater, Derek brought the pen to","Once Victor and Olivia were at the theater, Victor brought the pen to",Olivia,Derek,Victor,BAB,4,the theater,pen,33911,20893
"While Harry and Clara were at the office, Clara delivered the jacket to","While Harry and Henry were at the office, Henry delivered the jacket to",Harry,Clara,Henry,ABB,5,the office,jacket,5850,27443
"After Xander and Victor left the beach, Victor sent the key to","After Xander and Henry left the beach, Henry sent the key to",Xander,Victor,Henry,ABB,3,the beach,key,46122,12622
"As Kate and Bob walked through the beach, Bob offered the phone to","As Kate and Jack walked through the beach, Jack offered the phone to",Kate,Bob,Jack,ABB,6,the beach,phone,16693,5811
"When Bob and Amy went to the library, Bob gave the pen to","When Paul and Amy went to the library, Paul gave the pen to",Amy,Bob,Paul,BAB,0,the library,pen,14235,5811
"When Isla and Ella went to the theater, Ella gave the phone to","When Isla and Quinn went to the theater, Quinn gave the phone to",Isla,Ella,Quinn,ABB,0,the theater,phone,1148,7122
"When Noah and Victor arrived at the cafe, Victor passed the jacket to","When Noah and Jack arrived at the cafe, Jack passed the jacket to",Noah,Victor,Jack,ABB,2,the cafe,jacket,18394,12622
"When Paul and Noah visited the hospital, Noah handed the bag to","When Paul and Zach visited the hospital, Zach handed the bag to",Paul,Noah,Zach,ABB,1,the hospital,bag,3362,18394
"Once Derek and Xander were at the park, Derek brought the card to","Once Frank and Xander were at the park, Frank brought the card to",Xander,Derek,Frank,BAB,4,the park,card,46122,20893
"As Clara and Frank walked through the theater, Clara offered the package to","As Henry and Frank walked through the theater, Henry offered the package to",Frank,Clara,Henry,BAB,6,the theater,package,5278,27443
"As Bob and Rose walked through the theater, Rose offered the letter to","As Bob and Carol walked through the theater, Carol offered the letter to",Bob,Rose,Carol,ABB,6,the theater,letter,5811,8049
"After Noah and Frank left the park, Noah sent the gift to","After Kate and Frank left the park, Kate sent the gift to",Frank,Noah,Kate,BAB,3,the park,gift,5278,18394
"When Derek and Iris went to the restaurant, Iris gave the note to","When Derek and Frank went to the restaurant, Frank gave the note to",Derek,Iris,Frank,ABB,0,the restaurant,note,20893,34230
"After Clara and Olivia left the market, Clara sent the wallet to","After Xander and Olivia left the market, Xander sent the wallet to",Olivia,Clara,Xander,BAB,3,the market,wallet,33911,27443
"After Grace and Liam left the gym, Liam sent the trophy to","After Grace and Iris left the gym, Iris sent the trophy to",Grace,Liam,Iris,ABB,3,the gym,trophy,16156,31684
"As Tara and Iris walked through the mall, Tara offered the trophy to","As Kate and Iris walked through the mall, Kate offered the trophy to",Iris,Tara,Kate,BAB,6,the mall,trophy,34230,37723
"When Yara and Jack went to the library, Jack gave the card to","When Yara and Fred went to the library, Fred gave the card to",Yara,Jack,Fred,ABB,0,the library,card,575,3619
"When Sam and Mia visited the school, Sam handed the gift to","When Clara and Mia visited the school, Clara handed the gift to",Mia,Sam,Clara,BAB,1,the school,gift,32189,3409
"After Rose and Iris left the mall, Iris sent the jacket to","After Rose and Sam left the mall, Sam sent the jacket to",Rose,Iris,Sam,ABB,3,the mall,jacket,8049,34230
"When Yara and Ella arrived at the restaurant, Ella passed the wallet to","When Yara and Alice arrived at the restaurant, Alice passed the wallet to",Yara,Ella,Alice,ABB,2,the restaurant,wallet,575,7122
"When Carol and Clara visited the station, Clara handed the book to","When Carol and David visited the station, David handed the book to",Carol,Clara,David,ABB,1,the station,book,5074,27443
"Once Amy and Isla were at the store, Amy brought the map to","Once Olivia and Isla were at the store, Olivia brought the map to",Isla,Amy,Olivia,BAB,4,the store,map,1148,14235
"When Bob and Iris arrived at the restaurant, Bob passed the trophy to","When Fred and Iris arrived at the restaurant, Fred passed the trophy to",Iris,Bob,Fred,BAB,2,the restaurant,trophy,34230,5811
"Once Amy and Alice were at the station, Alice brought the key to","Once Amy and Bob were at the station, Bob brought the key to",Amy,Alice,Bob,ABB,4,the station,key,14235,14862
"When Harry and Alice went to the museum, Harry gave the letter to","When Amy and Alice went to the museum, Amy gave the letter to",Alice,Harry,Amy,BAB,0,the museum,letter,14862,5850
"When Gina and Derek arrived at the market, Derek passed the book to","When Gina and Fred arrived at the market, Fred passed the book to",Gina,Derek,Fred,ABB,2,the market,book,43002,20893
"After Paul and David left the park, Paul sent the ticket to","After Frank and David left the park, Frank sent the ticket to",David,Paul,Frank,BAB,3,the park,ticket,3271,3362
"As Kate and Iris walked through the school, Kate offered the ticket to","As Brian and Iris walked through the school, Brian offered the ticket to",Iris,Kate,Brian,BAB,6,the school,ticket,34230,16693
"When Yara and Ella arrived at the library, Yara passed the phone to","When Tara and Ella arrived at the library, Tara passed the phone to",Ella,Yara,Tara,BAB,2,the library,phone,7122,575
"After Olivia and Fred left the market, Fred sent the book to","After Olivia and Rose left the market, Rose sent the book to",Olivia,Fred,Rose,ABB,3,the market,book,33911,8559
"As Derek and Zach walked through the museum, Derek offered the jacket to","As Rose and Zach walked through the museum, Rose offered the jacket to",Zach,Derek,Rose,BAB,6,the museum,jacket,18825,20893
"Once Uma and Xander were at the cafe, Uma brought the key to","Once Fred and Xander were at the cafe, Fred brought the key to",Xander,Uma,Fred,BAB,4,the cafe,key,46122,471
"After Quinn and Brian left the beach, Quinn sent the bag to","After Isla and Brian left the beach, Isla sent the bag to",Brian,Quinn,Isla,BAB,3,the beach,bag,8403,16109
"Once Clara and Ella were at the museum, Clara brought the wallet to","Once Liam and Ella were at the museum, Liam brought the wallet to",Ella,Clara,Liam,BAB,4,the museum,wallet,7122,27443
"When Carol and Isla arrived at the museum, Carol passed the map to","When Gina and Isla arrived at the museum, Gina passed the map to",Isla,Carol,Gina,BAB,2,the museum,map,1148,5074
"While Carol and Uma were at the mall, Uma delivered the wallet to","While Carol and Ella were at the mall, Ella delivered the wallet to",Carol,Uma,Ella,ABB,5,the mall,wallet,5074,471
"As Olivia and Uma walked through the theater, Olivia offered the key to","As Bob and Uma walked through the theater, Bob offered the key to",Uma,Olivia,Bob,BAB,6,the theater,key,471,33911
"When Ella and Liam went to the beach, Ella gave the gift to","When Emma and Liam went to the beach, Emma gave the gift to",Liam,Ella,Emma,BAB,0,the beach,gift,31684,7122
"When Fred and Clara arrived at the office, Clara passed the wallet to","When Fred and Amy arrived at the office, Amy passed the wallet to",Fred,Clara,Amy,ABB,2,the office,wallet,8559,27443
"When Paul and Tara went to the museum, Paul gave the pen to","When Grace and Tara went to the museum, Grace gave the pen to",Tara,Paul,Grace,BAB,0,the museum,pen,37723,3362
"When Amy and Clara visited the cafe, Amy handed the book to","When Kate and Clara visited the cafe, Kate handed the book to",Clara,Amy,Kate,BAB,1,the cafe,book,27443,14235
"As Derek and Quinn walked through the market, Quinn offered the trophy to","As Derek and Alice walked through the market, Alice offered the trophy to",Derek,Quinn,Alice,ABB,6,the market,trophy,20893,16109
"Once Kate and Alice were at the park, Kate brought the note to","Once Rose and Alice were at the park, Rose brought the note to",Alice,Kate,Rose,BAB,4,the park,note,14862,16693
"When Sam and Carol arrived at the mall, Carol passed the ticket to","When Sam and Frank arrived at the mall, Frank passed the ticket to",Sam,Carol,Frank,ABB,2,the mall,ticket,3409,5074
"When Noah and Isla went to the station, Noah gave the map to","When Brian and Isla went to the station, Brian gave the map to",Isla,Noah,Brian,BAB,0,the station,map,1148,18394
"As Brian and Grace walked through the school, Grace offered the phone to","As Brian and Henry walked through the school, Henry offered the phone to",Brian,Grace,Henry,ABB,6,the school,phone,8403,16156
"When Wendy and Fred visited the mall, Wendy handed the trophy to","When Mia and Fred visited the mall, Mia handed the trophy to",Fred,Wendy,Mia,BAB,1,the mall,trophy,8559,28314
"When Yara and Jack went to the museum, Jack gave the note to","When Yara and Noah went to the museum, Noah gave the note to",Yara,Jack,Noah,ABB,0,the museum,note,575,3619
"As Ella and Clara walked through the office, Clara offered the map to","As Ella and Quinn walked through the office, Quinn offered the map to",Ella,Clara,Quinn,ABB,6,the office,map,7122,27443
"Once Liam and Derek were at the beach, Liam brought the gift to","Once Tara and Derek were at the beach, Tara brought the gift to",Derek,Liam,Tara,BAB,4,the beach,gift,20893,31684
"When Xander and Isla went to the museum, Isla gave the key to","When Xander and Wendy went to the museum, Wendy gave the key to",Xander,Isla,Wendy,ABB,0,the museum,key,46122,1148
"Once Wendy and Uma were at the hospital, Uma brought the gift to","Once Wendy and Brian were at the hospital, Brian brought the gift to",Wendy,Uma,Brian,ABB,4,the hospital,gift,28314,471
"When Jack and Sam went to the beach, Sam gave the bag to","When Jack and Brian went to the beach, Brian gave the bag to",Jack,Sam,Brian,ABB,0,the beach,bag,3619,3409
"While Bob and Emma were at the store, Bob delivered the map to","While Gina and Emma were at the store, Gina delivered the map to",Emma,Bob,Gina,BAB,5,the store,map,18966,5811
"As Quinn and Noah walked through the school, Quinn offered the gift to","As Ella and Noah walked through the school, Ella offered the gift to",Noah,Quinn,Ella,BAB,6,the school,gift,18394,16109
"When Gina and Grace arrived at the park, Gina passed the wallet to","When Henry and Grace arrived at the park, Henry passed the wallet to",Grace,Gina,Henry,BAB,2,the park,wallet,16156,43002
"While David and Grace were at the gym, Grace delivered the wallet to","While David and Zach were at the gym, Zach delivered the wallet to",David,Grace,Zach,ABB,5,the gym,wallet,3271,16156
"As Sam and Isla walked through the market, Sam offered the pen to","As Kate and Isla walked through the market, Kate offered the pen to",Isla,Sam,Kate,BAB,6,the market,pen,1148,3409
"Once Clara and Tara were at the store, Tara brought the bag to","Once Clara and Rose were at the store, Rose brought the bag to",Clara,Tara,Rose,ABB,4,the store,bag,27443,37723
"When Zach and Brian went to the museum, Zach gave the phone to","When Fred and Brian went to the museum, Fred gave the phone to",Brian,Zach,Fred,BAB,0,the museum,phone,8403,18825
"When Mia and Quinn visited the school, Mia handed the wallet to","When Henry and Quinn visited the school, Henry handed the wallet to",Quinn,Mia,Henry,BAB,1,the school,wallet,16109,32189
"When Paul and Xander visited the market, Xander handed the map to","When Paul and Sam visited the market, Sam handed the map to",Paul,Xander,Sam,ABB,1,the market,map,3362,46122
"After Olivia and Wendy left the theater, Olivia sent the trophy to","After Tara and Wendy left the theater, Tara sent the trophy to",Wendy,Olivia,Tara,BAB,3,the theater,trophy,28314,33911
"When Quinn and Rose visited the beach, Quinn handed the map to","When Iris and Rose visited the beach, Iris handed the map to",Rose,Quinn,Iris,BAB,1,the beach,map,8049,16109
"Once Gina and Iris were at the gym, Iris brought the letter to","Once Gina and Uma were at the gym, Uma brought the letter to",Gina,Iris,Uma,ABB,4,the gym,letter,43002,34230
"While Noah and Wendy were at the cafe, Noah delivered the card to","While Amy and Wendy were at the cafe, Amy delivered the card to",Wendy,Noah,Amy,BAB,5,the cafe,card,28314,18394
"While David and Derek were at the store, Derek delivered the note to","While David and Tara were at the store, Tara delivered the note to",David,Derek,Tara,ABB,5,the store,note,3271,20893
"When Brian and Paul visited the library, Brian handed the wallet to","When Yara and Paul visited the library, Yara handed the wallet to",Paul,Brian,Yara,BAB,1,the library,wallet,3362,8403
"While Alice and Carol were at the school, Alice delivered the letter to","While Iris and Carol were at the school, Iris delivered the letter to",Carol,Alice,Iris,BAB,5,the school,letter,5074,14862
"As Iris and Tara walked through the cafe, Iris offered the wallet to","As Yara and Tara walked through the cafe, Yara offered the wallet to",Tara,Iris,Yara,BAB,6,the cafe,wallet,37723,34230
